State,State ANSI,County,County ANSI,,Data Item,Value
OHIO,39,MERCER,107,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
OHIO,39,MERCER,107,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
OHIO,39,MIAMI,109,,MEASURED IN LB,0
OHIO,39,MIAMI,109,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
OKLAHOMA,40,CANADIAN,17,,MEASURED IN LB,"151,430"
OKLAHOMA,40,CANADIAN,17,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
OKLAHOMA,40,CANADIAN,17,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
OKLAHOMA,40,GRADY,51,,MEASURED IN LB,0
OKLAHOMA,40,GRADY,51,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
OKLAHOMA,40,KINGFISHER,73,,MEASURED IN LB,"1,371,310"
OKLAHOMA,40,KINGFISHER,73,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","1,371,310"
OKLAHOMA,40,GARFIELD,47,,MEASURED IN LB,"1,541,045"
OKLAHOMA,40,GARFIELD,47,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","1,541,045"
OKLAHOMA,40,GRANT,53,,MEASURED IN LB,0
OKLAHOMA,40,GRANT,53,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
OKLAHOMA,40,WOODWARD,153,,MEASURED IN LB,0
OKLAHOMA,40,WOODWARD,153,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
OKLAHOMA,40,CIMARRON,25,,MEASURED IN LB,0
OKLAHOMA,40,CIMARRON,25,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
OKLAHOMA,40,TEXAS,139,,MEASURED IN LB,0
OKLAHOMA,40,TEXAS,139,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
OKLAHOMA,40,TEXAS,139,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
OKLAHOMA,40,TILLMAN,141,,MEASURED IN LB,0
OKLAHOMA,40,TILLMAN,141,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
OKLAHOMA,40,BLAINE,11,,MEASURED IN LB,0
OKLAHOMA,40,BLAINE,11,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
OKLAHOMA,40,CUSTER,39,,MEASURED IN LB,"5,069,300"
OKLAHOMA,40,CUSTER,39,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","5,069,300"
OKLAHOMA,40,DEWEY,43,,MEASURED IN LB,0
OKLAHOMA,40,DEWEY,43,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
OKLAHOMA,40,WASHITA,149,,MEASURED IN LB,0
OKLAHOMA,40,WASHITA,149,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
OREGON,41,WASCO,65,,MEASURED IN LB,0
OREGON,41,WASCO,65,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
OREGON,41,UNION,61,,MEASURED IN LB,"818,600"
OREGON,41,UNION,61,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
OREGON,41,UNION,61,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
OREGON,41,BENTON,3,,MEASURED IN LB,0
OREGON,41,BENTON,3,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
OREGON,41,MARION,47,,MEASURED IN LB,0
OREGON,41,MARION,47,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,CENTRE,27,,MEASURED IN LB,"81,154"
PENNSYLVANIA,42,CENTRE,27,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","81,154"
PENNSYLVANIA,42,JUNIATA,67,,MEASURED IN LB,0
PENNSYLVANIA,42,JUNIATA,67,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,NORTHUMBERLAND,97,,MEASURED IN LB,0
PENNSYLVANIA,42,NORTHUMBERLAND,97,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,PERRY,99,,MEASURED IN LB,0
PENNSYLVANIA,42,PERRY,99,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,SNYDER,109,,MEASURED IN LB,0
PENNSYLVANIA,42,SNYDER,109,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,UNION,119,,MEASURED IN LB,"64,300"
PENNSYLVANIA,42,UNION,119,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","64,300"
PENNSYLVANIA,42,LEHIGH,77,,MEASURED IN LB,"1,300"
PENNSYLVANIA,42,LEHIGH,77,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,LEHIGH,77,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,SCHUYLKILL,107,,MEASURED IN LB,0
PENNSYLVANIA,42,SCHUYLKILL,107,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,CLINTON,35,,MEASURED IN LB,0
PENNSYLVANIA,42,CLINTON,35,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,MCKEAN,83,,MEASURED IN LB,0
PENNSYLVANIA,42,MCKEAN,83,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,WYOMING,131,,MEASURED IN LB,0
PENNSYLVANIA,42,WYOMING,131,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,CRAWFORD,39,,MEASURED IN LB,0
PENNSYLVANIA,42,CRAWFORD,39,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,ERIE,49,,MEASURED IN LB,0
PENNSYLVANIA,42,ERIE,49,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,ADAMS,1,,MEASURED IN LB,0
PENNSYLVANIA,42,ADAMS,1,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,BEDFORD,9,,MEASURED IN LB,0
PENNSYLVANIA,42,BEDFORD,9,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,FRANKLIN,55,,MEASURED IN LB,0
PENNSYLVANIA,42,FRANKLIN,55,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,FULTON,57,,MEASURED IN LB,0
PENNSYLVANIA,42,FULTON,57,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,YORK,133,,MEASURED IN LB,"311,972"
PENNSYLVANIA,42,YORK,133,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,YORK,133,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,BERKS,11,,MEASURED IN LB,0
PENNSYLVANIA,42,BERKS,11,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,ALLEGHENY,3,,MEASURED IN LB,0
PENNSYLVANIA,42,ALLEGHENY,3,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,FAYETTE,51,,MEASURED IN LB,0
PENNSYLVANIA,42,FAYETTE,51,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,WASHINGTON,125,,MEASURED IN LB,0
PENNSYLVANIA,42,WASHINGTON,125,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,BUTLER,19,,MEASURED IN LB,0
PENNSYLVANIA,42,BUTLER,19,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,CLARION,31,,MEASURED IN LB,0
PENNSYLVANIA,42,CLARION,31,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
PENNSYLVANIA,42,INDIANA,63,,MEASURED IN LB,0
PENNSYLVANIA,42,INDIANA,63,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH CAROLINA,45,CALHOUN,17,,MEASURED IN LB,0
SOUTH CAROLINA,45,CALHOUN,17,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH CAROLINA,45,CLARENDON,27,,MEASURED IN LB,"10,800"
SOUTH CAROLINA,45,CLARENDON,27,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","10,800"
SOUTH CAROLINA,45,ORANGEBURG,75,,MEASURED IN LB,0
SOUTH CAROLINA,45,ORANGEBURG,75,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH CAROLINA,45,RICHLAND,79,,MEASURED IN LB,"1,050"
SOUTH CAROLINA,45,RICHLAND,79,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","1,050"
SOUTH CAROLINA,45,DARLINGTON,31,,MEASURED IN LB,0
SOUTH CAROLINA,45,DARLINGTON,31,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH CAROLINA,45,FLORENCE,41,,MEASURED IN LB,"2,000"
SOUTH CAROLINA,45,FLORENCE,41,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","2,000"
SOUTH CAROLINA,45,KERSHAW,55,,MEASURED IN LB,"131,280"
SOUTH CAROLINA,45,KERSHAW,55,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH CAROLINA,45,KERSHAW,55,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH CAROLINA,45,GREENVILLE,45,,MEASURED IN LB,0
SOUTH CAROLINA,45,GREENVILLE,45,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH CAROLINA,45,LAURENS,59,,MEASURED IN LB,"30,400"
SOUTH CAROLINA,45,LAURENS,59,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",400
SOUTH CAROLINA,45,LAURENS,59,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","30,000"
SOUTH CAROLINA,45,OCONEE,73,,MEASURED IN LB,0
SOUTH CAROLINA,45,OCONEE,73,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH CAROLINA,45,ALLENDALE,5,,MEASURED IN LB,"13,000"
SOUTH CAROLINA,45,ALLENDALE,5,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","13,000"
SOUTH CAROLINA,45,BARNWELL,11,,MEASURED IN LB,0
SOUTH CAROLINA,45,BARNWELL,11,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH CAROLINA,45,DORCHESTER,35,,MEASURED IN LB,0
SOUTH CAROLINA,45,DORCHESTER,35,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH CAROLINA,45,ABBEVILLE,1,,MEASURED IN LB,0
SOUTH CAROLINA,45,ABBEVILLE,1,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH CAROLINA,45,ABBEVILLE,1,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH CAROLINA,45,AIKEN,3,,MEASURED IN LB,0
SOUTH CAROLINA,45,AIKEN,3,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH CAROLINA,45,MCCORMICK,65,,MEASURED IN LB,0
SOUTH CAROLINA,45,MCCORMICK,65,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,AURORA,3,,MEASURED IN LB,"5,252,488"
SOUTH DAKOTA,46,AURORA,3,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,AURORA,3,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,BEADLE,5,,MEASURED IN LB,"2,417,405"
SOUTH DAKOTA,46,BEADLE,5,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","1,643,520"
SOUTH DAKOTA,46,BEADLE,5,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","773,885"
SOUTH DAKOTA,46,BRULE,15,,MEASURED IN LB,"507,453"
SOUTH DAKOTA,46,BRULE,15,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,BRULE,15,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,BUFFALO,17,,MEASURED IN LB,"7,717,489"
SOUTH DAKOTA,46,BUFFALO,17,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","750,000"
SOUTH DAKOTA,46,BUFFALO,17,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","6,967,489"
SOUTH DAKOTA,46,HAND,59,,MEASURED IN LB,"33,599,924"
SOUTH DAKOTA,46,HAND,59,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","14,204,265"
SOUTH DAKOTA,46,HAND,59,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","19,395,659"
SOUTH DAKOTA,46,HUGHES,65,,MEASURED IN LB,"78,797,977"
SOUTH DAKOTA,46,HUGHES,65,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","1,806,544"
SOUTH DAKOTA,46,HUGHES,65,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","76,991,433"
SOUTH DAKOTA,46,HYDE,69,,MEASURED IN LB,"61,941,116"
SOUTH DAKOTA,46,HYDE,69,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","7,465,589"
SOUTH DAKOTA,46,HYDE,69,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","54,475,527"
SOUTH DAKOTA,46,JERAULD,73,,MEASURED IN LB,"9,629,900"
SOUTH DAKOTA,46,JERAULD,73,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","9,629,900"
SOUTH DAKOTA,46,SULLY,119,,MEASURED IN LB,"235,054,617"
SOUTH DAKOTA,46,SULLY,119,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","42,371,566"
SOUTH DAKOTA,46,SULLY,119,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","192,683,051"
SOUTH DAKOTA,46,BROOKINGS,11,,MEASURED IN LB,0
SOUTH DAKOTA,46,BROOKINGS,11,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,DAVISON,35,,MEASURED IN LB,0
SOUTH DAKOTA,46,DAVISON,35,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,KINGSBURY,77,,MEASURED IN LB,0
SOUTH DAKOTA,46,KINGSBURY,77,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,SANBORN,111,,MEASURED IN LB,"2,035,049"
SOUTH DAKOTA,46,SANBORN,111,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","2,035,049"
SOUTH DAKOTA,46,BROWN,13,,MEASURED IN LB,"852,000"
SOUTH DAKOTA,46,BROWN,13,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,BROWN,13,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,CAMPBELL,21,,MEASURED IN LB,"21,996,840"
SOUTH DAKOTA,46,CAMPBELL,21,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,CAMPBELL,21,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,EDMUNDS,45,,MEASURED IN LB,"5,274,168"
SOUTH DAKOTA,46,EDMUNDS,45,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,EDMUNDS,45,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,FAULK,49,,MEASURED IN LB,"9,751,942"
SOUTH DAKOTA,46,FAULK,49,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","4,702,104"
SOUTH DAKOTA,46,FAULK,49,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","5,049,838"
SOUTH DAKOTA,46,MCPHERSON,89,,MEASURED IN LB,"11,374,602"
SOUTH DAKOTA,46,MCPHERSON,89,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,MCPHERSON,89,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,POTTER,107,,MEASURED IN LB,"87,232,329"
SOUTH DAKOTA,46,POTTER,107,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","20,641,539"
SOUTH DAKOTA,46,POTTER,107,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","66,590,790"
SOUTH DAKOTA,46,SPINK,115,,MEASURED IN LB,"9,123,948"
SOUTH DAKOTA,46,SPINK,115,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","5,665,690"
SOUTH DAKOTA,46,SPINK,115,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","3,458,258"
SOUTH DAKOTA,46,WALWORTH,129,,MEASURED IN LB,"18,570,669"
SOUTH DAKOTA,46,WALWORTH,129,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,WALWORTH,129,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,CLARK,25,,MEASURED IN LB,"2,600,000"
SOUTH DAKOTA,46,CLARK,25,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","2,600,000"
SOUTH DAKOTA,46,DAY,37,,MEASURED IN LB,"3,927,958"
SOUTH DAKOTA,46,DAY,37,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","3,927,958"
SOUTH DAKOTA,46,GRANT,51,,MEASURED IN LB,0
SOUTH DAKOTA,46,GRANT,51,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,HAMLIN,57,,MEASURED IN LB,0
SOUTH DAKOTA,46,HAMLIN,57,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,MARSHALL,91,,MEASURED IN LB,0
SOUTH DAKOTA,46,MARSHALL,91,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,ROBERTS,109,,MEASURED IN LB,"675,000"
SOUTH DAKOTA,46,ROBERTS,109,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","675,000"
SOUTH DAKOTA,46,CORSON,31,,MEASURED IN LB,"71,295,436"
SOUTH DAKOTA,46,CORSON,31,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","4,740,577"
SOUTH DAKOTA,46,CORSON,31,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","66,554,859"
SOUTH DAKOTA,46,DEWEY,41,,MEASURED IN LB,"23,233,500"
SOUTH DAKOTA,46,DEWEY,41,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,DEWEY,41,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,HARDING,63,,MEASURED IN LB,"2,486,400"
SOUTH DAKOTA,46,HARDING,63,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","2,486,400"
SOUTH DAKOTA,46,PERKINS,105,,MEASURED IN LB,"6,964,041"
SOUTH DAKOTA,46,PERKINS,105,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","6,964,041"
SOUTH DAKOTA,46,ZIEBACH,137,,MEASURED IN LB,"46,936,618"
SOUTH DAKOTA,46,ZIEBACH,137,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","3,250,000"
SOUTH DAKOTA,46,ZIEBACH,137,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","43,686,618"
SOUTH DAKOTA,46,GREGORY,53,,MEASURED IN LB,"1,219,617"
SOUTH DAKOTA,46,GREGORY,53,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","1,219,617"
SOUTH DAKOTA,46,JONES,75,,MEASURED IN LB,"47,585,721"
SOUTH DAKOTA,46,JONES,75,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","5,078,014"
SOUTH DAKOTA,46,JONES,75,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","42,507,707"
SOUTH DAKOTA,46,LYMAN,85,,MEASURED IN LB,"47,348,224"
SOUTH DAKOTA,46,LYMAN,85,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","2,980,100"
SOUTH DAKOTA,46,LYMAN,85,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","44,368,124"
SOUTH DAKOTA,46,MELLETTE,95,,MEASURED IN LB,"4,704,400"
SOUTH DAKOTA,46,MELLETTE,95,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","4,704,400"
SOUTH DAKOTA,46,TODD,121,,MEASURED IN LB,"7,257,392"
SOUTH DAKOTA,46,TODD,121,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","7,257,392"
SOUTH DAKOTA,46,TRIPP,123,,MEASURED IN LB,"8,168,620"
SOUTH DAKOTA,46,TRIPP,123,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","1,700,000"
SOUTH DAKOTA,46,TRIPP,123,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","6,468,620"
SOUTH DAKOTA,46,CHARLES MIX,23,,MEASURED IN LB,"5,593,325"
SOUTH DAKOTA,46,CHARLES MIX,23,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,CHARLES MIX,23,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,DOUGLAS,43,,MEASURED IN LB,0
SOUTH DAKOTA,46,DOUGLAS,43,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,TURNER,125,,MEASURED IN LB,0
SOUTH DAKOTA,46,TURNER,125,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,YANKTON,135,,MEASURED IN LB,0
SOUTH DAKOTA,46,YANKTON,135,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,BENNETT,7,,MEASURED IN LB,"23,859,940"
SOUTH DAKOTA,46,BENNETT,7,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","23,859,940"
SOUTH DAKOTA,46,CUSTER,33,,MEASURED IN LB,"545,652"
SOUTH DAKOTA,46,CUSTER,33,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","545,652"
SOUTH DAKOTA,46,FALL RIVER,47,,MEASURED IN LB,"990,000"
SOUTH DAKOTA,46,FALL RIVER,47,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","990,000"
SOUTH DAKOTA,46,OGLALA LAKOTA,102,,MEASURED IN LB,"3,616,023"
SOUTH DAKOTA,46,OGLALA LAKOTA,102,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","3,616,023"
SOUTH DAKOTA,46,HAAKON,55,,MEASURED IN LB,"25,767,639"
SOUTH DAKOTA,46,HAAKON,55,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,HAAKON,55,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,JACKSON,71,,MEASURED IN LB,"4,881,644"
SOUTH DAKOTA,46,JACKSON,71,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","452,000"
SOUTH DAKOTA,46,JACKSON,71,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","4,429,644"
SOUTH DAKOTA,46,MEADE,93,,MEASURED IN LB,"5,177,000"
SOUTH DAKOTA,46,MEADE,93,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","5,177,000"
SOUTH DAKOTA,46,PENNINGTON,103,,MEASURED IN LB,"9,029,000"
SOUTH DAKOTA,46,PENNINGTON,103,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,PENNINGTON,103,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
SOUTH DAKOTA,46,STANLEY,117,,MEASURED IN LB,"28,722,232"
SOUTH DAKOTA,46,STANLEY,117,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","1,113,440"
SOUTH DAKOTA,46,STANLEY,117,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","27,608,792"
TENNESSEE,47,RUTHERFORD,149,,MEASURED IN LB,0
TENNESSEE,47,RUTHERFORD,149,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
TENNESSEE,47,HARDIN,71,,MEASURED IN LB,0
TENNESSEE,47,HARDIN,71,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
TENNESSEE,47,HAYWOOD,75,,MEASURED IN LB,0
TENNESSEE,47,HAYWOOD,75,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
TEXAS,48,CORYELL,99,,MEASURED IN LB,"470,164"
TEXAS,48,CORYELL,99,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","470,164"
TEXAS,48,DENTON,121,,MEASURED IN LB,0
TEXAS,48,DENTON,121,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
TEXAS,48,ELLIS,139,,MEASURED IN LB,"10,447,340"
