,Passengers,Distance (miles),Carrier Code,Airline,Origin Airport,Origin City Name,Origin Latitude (Deg.),Origin Longitude (Deg.),Destination Airport,Destination City Name,Destination Latitude (Deg.),Destination Longitude (Deg.),Month,Estimated Aircraft Capacity,SFC (L/100km per Pax),No of Flights Per Month,Climb-Descent Penalty (mi),Fuel Consumed Per Flight (Liters),Total Fuel Per Route (Gal),Fuel Cost Per Gal,Fuel Cost,Origin January,Origin February,Origin March,Origin April,Origin May,Origin June,Origin July,Origin August,Origin September,Origin October,Origin November,Origin December,Destination January,Destination February,Destination March,Destination April,Destination May,Destination June,Destination July,Destination August,Destination September,Destination October,Destination November,Destination December
3417,60,748,AA,American Airlines,LAX,Los Angeles,34.0522,-118.2437,EGE,"Eagle, Colorado",39.6506,-106.8272,4,19,3.97,4,0,4800.713172,5072.856,3.267300941,16574.54718,47.8,49.5,52.1,56.1,61.3,67.9,74.2,74.0,69.9,62.4,54.5,48.8,18.7,21.8,27.7,36.3,45.7,54.1,59.8,58.2,51.1,40.9,27.8,19.7
3418,123,748,AA,American Airlines,EGE,#FIELD!,39.6506,-106.8272,LAX,Los Angeles,34.0522,-118.2437,4,88,3.97,2,0,8406.946836,4441.759919,3.267300941,14512.56636,18.7,21.8,27.7,36.3,45.7,54.1,59.8,58.2,51.1,40.9,27.8,19.7,47.8,49.5,52.1,56.1,61.3,67.9,74.2,74.0,69.9,62.4,54.5,48.8
3419,458,754,AA,American Airlines,XNA,"Fayetteville, Arkansas",36.0764,-94.1608,CLT,"Charlotte, North Carolina",35.2269,-80.8433,6,88,3.97,6,0,8443.839252,13383.75542,3.250093981,43498.46292,35.6,39.6,47.8,57.4,65.3,73.2,77.6,76.9,70.0,59.4,47.0,38.2,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
3420,495,754,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,XNA,"Fayetteville, Arkansas",36.0764,-94.1608,6,88,3.97,6,0,8443.839252,13383.75542,3.250093981,43498.46292,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,35.6,39.6,47.8,57.4,65.3,73.2,77.6,76.9,70.0,59.4,47.0,38.2
3421,117,756,AA,American Airlines,BNA,"Nashville, Tennessee",36.1622,-86.7744,AUS,"Austin, Texas",30.3,-97.7333,6,88,3.97,2,0,8456.136724,4467.749101,3.250093981,14520.60446,37.4,40.3,48.9,58.2,66.8,74.9,78.3,77.1,71.1,59.6,48.0,39.6,48.4,52.2,59.1,67.1,74.2,80.9,84.0,84.0,78.3,68.8,57.6,50.2
3422,21357,759,AA,American Airlines,MCO,"Orlando, Florida",28.5336,-81.3867,DCA,"Washington, D.C.",38.91838806,-77.03912065,3,189,2.38,113,0,9816.567796,293038.6453,3.073563462,900672.8731,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3
3423,20727,759,AA,American Airlines,DCA,"Washington, D.C.",38.91838806,-77.03912065,MCO,"Orlando, Florida",28.5336,-81.3867,12,189,2.38,110,0,9816.567796,285258.8582,3.034597233,865645.7419,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7
3424,20225,759,AA,American Airlines,DCA,"Washington, D.C.",38.91838806,-77.03912065,MCO,"Orlando, Florida",28.5336,-81.3867,3,189,2.38,108,0,9816.567796,280072.3336,3.073563462,860820.0911,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7
3425,20029,759,AA,American Airlines,DCA,"Washington, D.C.",38.91838806,-77.03912065,MCO,"Orlando, Florida",28.5336,-81.3867,10,189,2.38,106,0,9816.567796,274885.8089,3.101298216,852502.8686,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7
3426,19900,759,AA,American Airlines,MCO,"Orlando, Florida",28.5336,-81.3867,DCA,"Washington, D.C.",38.91838806,-77.03912065,8,189,2.38,106,0,9816.567796,274885.8089,3.181130314,874447.5794,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3
3427,19935,759,AA,American Airlines,DCA,"Washington, D.C.",38.91838806,-77.03912065,MCO,"Orlando, Florida",28.5336,-81.3867,7,189,2.38,106,0,9816.567796,274885.8089,3.279008751,901352.9728,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7
3428,19472,759,AA,American Airlines,MCO,"Orlando, Florida",28.5336,-81.3867,DCA,"Washington, D.C.",38.91838806,-77.03912065,10,189,2.38,104,0,9816.567796,269699.2842,3.101298216,836417.9088,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3
3429,19452,759,AA,American Airlines,MCO,"Orlando, Florida",28.5336,-81.3867,DCA,"Washington, D.C.",38.91838806,-77.03912065,12,189,2.38,103,0,9816.567796,267106.0218,3.034597233,810559.1947,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3
3430,19294,759,AA,American Airlines,DCA,"Washington, D.C.",38.91838806,-77.03912065,MCO,"Orlando, Florida",28.5336,-81.3867,6,189,2.38,103,0,9816.567796,267106.0218,3.250093981,868119.6738,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7
3431,18937,759,AA,American Airlines,MCO,"Orlando, Florida",28.5336,-81.3867,DCA,"Washington, D.C.",38.91838806,-77.03912065,6,189,2.38,101,0,9816.567796,261919.4971,3.250093981,851262.9811,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3
3432,19036,759,AA,American Airlines,MCO,"Orlando, Florida",28.5336,-81.3867,DCA,"Washington, D.C.",38.91838806,-77.03912065,7,189,2.38,101,0,9816.567796,261919.4971,3.279008751,858836.3231,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3
3433,19059,759,AA,American Airlines,MCO,"Orlando, Florida",28.5336,-81.3867,DCA,"Washington, D.C.",38.91838806,-77.03912065,5,189,2.38,101,0,9816.567796,261919.4971,3.374379942,883815.8975,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3
3434,18893,759,AA,American Airlines,DCA,"Washington, D.C.",38.91838806,-77.03912065,MCO,"Orlando, Florida",28.5336,-81.3867,8,189,2.38,100,0,9816.567796,259326.2348,3.181130314,824950.5466,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7
3435,18594,759,AA,American Airlines,DCA,"Washington, D.C.",38.91838806,-77.03912065,MCO,"Orlando, Florida",28.5336,-81.3867,5,189,2.38,99,0,9816.567796,256732.9724,3.374379942,866314.5926,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7
3436,17894,759,AA,American Airlines,MCO,"Orlando, Florida",28.5336,-81.3867,DCA,"Washington, D.C.",38.91838806,-77.03912065,11,189,2.38,95,0,9816.567796,246359.923,2.937909935,723783.2655,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3
3437,17598,759,AA,American Airlines,DCA,"Washington, D.C.",38.91838806,-77.03912065,MCO,"Orlando, Florida",28.5336,-81.3867,11,189,2.38,94,0,9816.567796,243766.6607,2.937909935,716164.4943,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7
3438,16428,759,AA,American Airlines,MCO,"Orlando, Florida",28.5336,-81.3867,DCA,"Washington, D.C.",38.91838806,-77.03912065,1,189,2.38,87,0,9816.567796,225613.8243,2.896251081,653434.2824,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3
3439,16304,759,AA,American Airlines,DCA,"Washington, D.C.",38.91838806,-77.03912065,MCO,"Orlando, Florida",28.5336,-81.3867,9,189,2.38,87,0,9816.567796,225613.8243,3.195526481,720954.9499,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7
3440,15882,759,AA,American Airlines,DCA,"Washington, D.C.",38.91838806,-77.03912065,MCO,"Orlando, Florida",28.5336,-81.3867,4,189,2.38,85,0,9816.567796,220427.2996,3.267300941,720202.3233,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7
3441,16009,759,AA,American Airlines,MCO,"Orlando, Florida",28.5336,-81.3867,DCA,"Washington, D.C.",38.91838806,-77.03912065,4,189,2.38,85,0,9816.567796,220427.2996,3.267300941,720202.3233,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3
3442,15468,759,AA,American Airlines,MCO,"Orlando, Florida",28.5336,-81.3867,DCA,"Washington, D.C.",38.91838806,-77.03912065,9,189,2.38,82,0,9816.567796,212647.5125,3.195526481,679520.7574,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3
3443,14992,759,AA,American Airlines,DCA,"Washington, D.C.",38.91838806,-77.03912065,MCO,"Orlando, Florida",28.5336,-81.3867,1,189,2.38,80,0,9816.567796,207460.9878,2.896251081,600859.1102,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7
3444,15024,759,AA,American Airlines,DCA,"Washington, D.C.",38.91838806,-77.03912065,MCO,"Orlando, Florida",28.5336,-81.3867,2,189,2.38,80,0,9816.567796,207460.9878,2.950891428,612194.8506,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7
3445,14700,759,AA,American Airlines,MCO,"Orlando, Florida",28.5336,-81.3867,DCA,"Washington, D.C.",38.91838806,-77.03912065,2,189,2.38,78,0,9816.567796,202274.4631,2.950891428,596889.9793,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3
3446,319,760,AA,American Airlines,JFK,New York City,40.7,-74.0,ATL,Atlanta,33.7569,-84.3903,2,88,3.97,4,0,8480.731668,8961.487384,2.950891428,26444.3763,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,41.5,44.2,51.5,59.8,68.4,75.6,78.4,77.5,72.1,61.1,50.6,42.8
3447,324,760,AA,American Airlines,ATL,Atlanta,33.7569,-84.3903,JFK,New York City,40.7,-74.0,2,88,3.97,4,0,8480.731668,8961.487384,2.950891428,26444.3763,41.5,44.2,51.5,59.8,68.4,75.6,78.4,77.5,72.1,61.1,50.6,42.8,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
3448,20228,761,AA,American Airlines,IND,Indianapolis,39.7686,-86.1581,DFW,Dallas,32.7792,-96.8089,7,189,2.38,108,0,9832.40146,280524.0771,3.279008751,919840.9037,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8
3449,20357,761,AA,American Airlines,DFW,Dallas,32.7792,-96.8089,IND,Indianapolis,39.7686,-86.1581,7,189,2.38,108,0,9832.40146,280524.0771,3.279008751,919840.9037,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3
3450,19761,761,AA,American Airlines,IND,Indianapolis,39.7686,-86.1581,DFW,Dallas,32.7792,-96.8089,3,189,2.38,105,0,9832.40146,272731.7416,3.073563462,838258.316,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8
3451,20017,761,AA,American Airlines,DFW,Dallas,32.7792,-96.8089,IND,Indianapolis,39.7686,-86.1581,10,189,2.38,106,0,9832.40146,275329.1868,3.101298216,853877.9158,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3
3452,19492,761,AA,American Airlines,IND,Indianapolis,39.7686,-86.1581,DFW,Dallas,32.7792,-96.8089,12,189,2.38,104,0,9832.40146,270134.2965,3.034597233,819748.7886,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8
3453,19350,761,AA,American Airlines,IND,Indianapolis,39.7686,-86.1581,DFW,Dallas,32.7792,-96.8089,10,189,2.38,103,0,9832.40146,267536.8513,3.101298216,829711.5597,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8
3454,19246,761,AA,American Airlines,IND,Indianapolis,39.7686,-86.1581,DFW,Dallas,32.7792,-96.8089,5,189,2.38,102,0,9832.40146,264939.4062,3.374379942,894006.218,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8
3455,19681,761,AA,American Airlines,DFW,Dallas,32.7792,-96.8089,IND,Indianapolis,39.7686,-86.1581,5,189,2.38,105,0,9832.40146,272731.7416,3.374379942,920300.5185,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3
3456,18908,761,AA,American Airlines,IND,Indianapolis,39.7686,-86.1581,DFW,Dallas,32.7792,-96.8089,9,189,2.38,101,0,9832.40146,262341.961,3.195526481,838320.6835,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8
3457,18805,761,AA,American Airlines,IND,Indianapolis,39.7686,-86.1581,DFW,Dallas,32.7792,-96.8089,8,189,2.38,100,0,9832.40146,259744.5158,3.181130314,826281.1532,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8
3458,19007,761,AA,American Airlines,DFW,Dallas,32.7792,-96.8089,IND,Indianapolis,39.7686,-86.1581,8,189,2.38,101,0,9832.40146,262341.961,3.181130314,834543.9648,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3
3459,18540,761,AA,American Airlines,DFW,Dallas,32.7792,-96.8089,IND,Indianapolis,39.7686,-86.1581,3,189,2.38,99,0,9832.40146,257147.0707,3.073563462,790357.8408,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3
3460,18452,761,AA,American Airlines,IND,Indianapolis,39.7686,-86.1581,DFW,Dallas,32.7792,-96.8089,6,189,2.38,98,0,9832.40146,254549.6255,3.250093981,827310.2058,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8
3461,17977,761,AA,American Airlines,IND,Indianapolis,39.7686,-86.1581,DFW,Dallas,32.7792,-96.8089,11,189,2.38,96,0,9832.40146,249354.7352,2.937909935,732581.7539,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8
3462,18599,761,AA,American Airlines,DFW,Dallas,32.7792,-96.8089,IND,Indianapolis,39.7686,-86.1581,9,189,2.38,99,0,9832.40146,257147.0707,3.195526481,821720.2739,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3
3463,18100,761,AA,American Airlines,DFW,Dallas,32.7792,-96.8089,IND,Indianapolis,39.7686,-86.1581,6,189,2.38,96,0,9832.40146,249354.7352,3.250093981,810426.324,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3
3464,17952,761,AA,American Airlines,DFW,Dallas,32.7792,-96.8089,IND,Indianapolis,39.7686,-86.1581,1,189,2.38,95,0,9832.40146,246757.29,2.896251081,714671.068,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3
3465,17852,761,AA,American Airlines,DFW,Dallas,32.7792,-96.8089,IND,Indianapolis,39.7686,-86.1581,11,189,2.38,95,0,9832.40146,246757.29,2.937909935,724950.694,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3
3466,17737,761,AA,American Airlines,IND,Indianapolis,39.7686,-86.1581,DFW,Dallas,32.7792,-96.8089,1,189,2.38,94,0,9832.40146,244159.8449,2.896251081,707148.2147,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8
3467,17321,761,AA,American Airlines,IND,Indianapolis,39.7686,-86.1581,DFW,Dallas,32.7792,-96.8089,2,189,2.38,92,0,9832.40146,238964.9546,2.950891428,705159.636,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8
3468,17868,761,AA,American Airlines,DFW,Dallas,32.7792,-96.8089,IND,Indianapolis,39.7686,-86.1581,12,189,2.38,95,0,9832.40146,246757.29,3.034597233,748808.9896,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3
3469,17296,761,AA,American Airlines,DFW,Dallas,32.7792,-96.8089,IND,Indianapolis,39.7686,-86.1581,4,189,2.38,92,0,9832.40146,238964.9546,3.267300941,780770.4209,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3
3470,16290,761,AA,American Airlines,IND,Indianapolis,39.7686,-86.1581,DFW,Dallas,32.7792,-96.8089,4,189,2.38,87,0,9832.40146,225977.7288,3.267300941,738337.2459,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8
3471,16721,761,AA,American Airlines,DFW,Dallas,32.7792,-96.8089,IND,Indianapolis,39.7686,-86.1581,2,189,2.38,89,0,9832.40146,231172.6191,2.950891428,682165.3001,44.4,48.7,56.1,64.8,72.8,80.8,84.6,84.6,77.8,67.1,55.1,46.8,26.7,29.7,39.8,50.8,61.6,70.9,74.9,72.6,66.0,53.9,41.2,30.3
3472,5188,762,AA,American Airlines,LGA,New York City,40.7,-74.0,ATL,Atlanta,33.7569,-84.3903,11,120,3.46,44,0,9376.022548,108982.8357,2.937909935,320181.7556,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,41.5,44.2,51.5,59.8,68.4,75.6,78.4,77.5,72.1,61.1,50.6,42.8
3473,5083,762,AA,American Airlines,ATL,Atlanta,33.7569,-84.3903,LGA,New York City,40.7,-74.0,4,120,3.46,43,0,9376.022548,106505.953,3.267300941,347987.0005,41.5,44.2,51.5,59.8,68.4,75.6,78.4,77.5,72.1,61.1,50.6,42.8,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
3474,4994,762,AA,American Airlines,ATL,Atlanta,33.7569,-84.3903,LGA,New York City,40.7,-74.0,11,120,3.46,42,0,9376.022548,104029.0704,2.937909935,305628.0394,41.5,44.2,51.5,59.8,68.4,75.6,78.4,77.5,72.1,61.1,50.6,42.8,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
3475,5013,762,AA,American Airlines,ATL,Atlanta,33.7569,-84.3903,LGA,New York City,40.7,-74.0,3,120,3.46,42,0,9376.022548,104029.0704,3.073563462,319739.9498,41.5,44.2,51.5,59.8,68.4,75.6,78.4,77.5,72.1,61.1,50.6,42.8,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
3476,4887,762,AA,American Airlines,LGA,New York City,40.7,-74.0,ATL,Atlanta,33.7569,-84.3903,4,120,3.46,41,0,9376.022548,101552.1878,3.267300941,331801.5587,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,41.5,44.2,51.5,59.8,68.4,75.6,78.4,77.5,72.1,61.1,50.6,42.8
3477,4776,762,AA,American Airlines,ATL,Atlanta,33.7569,-84.3903,LGA,New York City,40.7,-74.0,1,120,3.46,40,0,9376.022548,99075.30514,2.896251081,286946.9596,41.5,44.2,51.5,59.8,68.4,75.6,78.4,77.5,72.1,61.1,50.6,42.8,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
3478,3447,762,AA,American Airlines,DCA,"Washington, D.C.",38.91838806,-77.03912065,MEM,"Memphis, Tennessee",35.1175,-89.9711,11,88,3.97,40,0,8493.02914,89744.81976,2.937909935,263662.1976,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3,39.6,43.1,51.5,61.2,70.0,78.0,81.2,79.7,73.5,62.5,50.6,42.2
3479,4561,762,AA,American Airlines,LGA,New York City,40.7,-74.0,ATL,Atlanta,33.7569,-84.3903,3,120,3.46,39,0,9376.022548,96598.42251,3.073563462,296901.3819,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,41.5,44.2,51.5,59.8,68.4,75.6,78.4,77.5,72.1,61.1,50.6,42.8
3480,6854,762,AA,American Airlines,LGA,New York City,40.7,-74.0,ATL,Atlanta,33.7569,-84.3903,8,189,2.38,37,0,9840.318292,96182.85286,3.181130314,305970.1889,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,41.5,44.2,51.5,59.8,68.4,75.6,78.4,77.5,72.1,61.1,50.6,42.8
3481,6937,762,AA,American Airlines,LGA,New York City,40.7,-74.0,ATL,Atlanta,33.7569,-84.3903,7,189,2.38,37,0,9840.318292,96182.85286,3.279008751,315384.4162,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,41.5,44.2,51.5,59.8,68.4,75.6,78.4,77.5,72.1,61.1,50.6,42.8
3482,6884,762,AA,American Airlines,ATL,Atlanta,33.7569,-84.3903,LGA,New York City,40.7,-74.0,5,189,2.38,37,0,9840.318292,96182.85286,3.374379942,324557.4895,41.5,44.2,51.5,59.8,68.4,75.6,78.4,77.5,72.1,61.1,50.6,42.8,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
3483,4391,762,AA,American Airlines,ATL,Atlanta,33.7569,-84.3903,LGA,New York City,40.7,-74.0,2,120,3.46,37,0,9376.022548,91644.65725,2.950891428,270433.4335,41.5,44.2,51.5,59.8,68.4,75.6,78.4,77.5,72.1,61.1,50.6,42.8,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
3484,4435,762,AA,American Airlines,MEM,"Memphis, Tennessee",35.1175,-89.9711,DCA,"Washington, D.C.",38.91838806,-77.03912065,10,120,3.46,37,0,9376.022548,91644.65725,3.101298216,284217.412,39.6,43.1,51.5,61.2,70.0,78.0,81.2,79.7,73.5,62.5,50.6,42.2,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3
3485,6777,762,AA,American Airlines,ATL,Atlanta,33.7569,-84.3903,LGA,New York City,40.7,-74.0,8,189,2.38,36,0,9840.318292,93583.3163,3.181130314,297700.7244,41.5,44.2,51.5,59.8,68.4,75.6,78.4,77.5,72.1,61.1,50.6,42.8,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
3486,6552,762,AA,American Airlines,ATL,Atlanta,33.7569,-84.3903,LGA,New York City,40.7,-74.0,6,189,2.38,35,0,9840.318292,90983.77973,3.250093981,295705.8349,41.5,44.2,51.5,59.8,68.4,75.6,78.4,77.5,72.1,61.1,50.6,42.8,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
